distance,R,G,B,W,C
15,3,2,3,10,R
15,3,3,3,6,R
15,5,2,2,7,R
15,5,3,3,8,R
15,5,2,3,9,R
15,5,2,2,7,R
15,5,2,3,6,R
15,4,3,2,7,R
15,3,3,3,10,R
15,5,2,2,10,R
15,4,3,3,7,R
15,4,2,3,6,R
15,4,3,2,6,R
15,3,2,3,10,R
15,4,2,2,6,R
15,4,3,2,8,R
15,3,3,3,6,R
15,3,3,2,10,R
15,3,3,3,10,R
15,3,2,2,6,R
15,5,3,2,10,R
15,5,2,2,9,R
15,3,3,2,10,R
15,4,3,3,7,R
15,5,3,2,10,R
15,3,3,2,7,R
15,3,2,2,8,R
15,4,2,3,7,R
15,5,3,3,7,R
15,3,2,3,9,R
15,5,3,2,7,R
15,5,2,3,7,R
15,5,3,3,10,R
15,3,3,3,8,R
15,3,2,3,7,R
15,4,3,3,7,R
15,3,2,3,8,R
15,4,2,2,7,R
15,3,3,2,9,R
15,4,3,3,10,R
15,4,3,3,10,R
15,3,3,3,9,R
15,3,2,3,6,R
15,5,2,2,10,R
15,4,3,3,8,R
15,4,2,2,6,R
15,4,3,2,7,R
15,4,2,2,10,R
15,5,2,2,10,R
15,5,3,3,7,R
15,4,2,3,6,R
15,4,2,2,7,R
15,3,2,2,10,R
15,4,3,2,6,R
15,5,2,2,7,R
15,3,2,3,7,R
15,5,2,3,7,R
15,4,2,3,8,R
15,5,2,2,7,R
15,3,2,3,10,R
15,4,2,3,7,R
15,4,2,3,7,R
15,3,2,2,9,R
15,4,2,2,6,R
15,3,3,3,7,R
15,5,2,2,8,R
15,3,3,2,7,R
15,4,3,2,10,R
15,5,3,3,8,R
15,5,3,2,7,R
15,4,3,3,6,R
15,3,3,3,6,R
15,3,2,3,8,R
15,5,2,3,8,R
15,4,3,3,7,R
15,5,2,2,10,R
15,4,2,2,6,R
15,5,3,3,10,R
15,3,2,2,6,R
15,3,3,2,8,R
15,3,2,2,8,R
15,3,3,3,8,R
15,5,3,2,6,R
15,3,3,3,9,R
15,3,3,3,10,R
15,4,2,2,6,R
15,3,2,2,10,R
15,5,3,2,9,R
15,5,3,2,6,R
15,4,2,3,6,R
15,4,2,2,7,R
15,5,3,2,6,R
15,5,3,2,10,R
15,3,3,3,9,R
15,3,3,2,10,R
15,3,2,2,6,R
15,3,2,3,6,R
15,3,2,2,7,R
15,5,2,3,8,R
15,4,3,3,10,R
15,4,2,3,8,R
15,4,2,3,10,R
15,3,2,3,8,R
15,5,2,2,6,R
15,5,3,3,10,R
15,3,3,2,10,R
15,3,3,3,10,R
15,4,3,3,9,R
15,4,2,2,7,R
15,3,2,3,8,R
15,3,2,2,8,R
15,4,2,2,9,R
15,3,3,3,9,R
15,4,2,3,8,R
15,5,3,3,6,R
15,5,2,2,9,R
15,5,2,3,9,R
15,5,3,3,8,R
15,5,3,2,6,R
15,4,2,3,6,R
15,5,2,2,6,R
15,4,3,2,6,R
15,3,2,2,6,R
15,4,2,3,7,R
15,5,3,3,7,R
15,5,3,2,7,R
15,5,2,3,6,R
15,5,3,3,7,R
15,4,2,3,10,R
15,3,2,3,8,R
15,3,3,2,6,R
15,5,3,3,8,R
15,4,3,2,6,R
15,5,2,2,9,R
15,5,2,3,8,R
15,3,3,3,6,R
15,5,3,3,7,R
15,5,2,2,8,R
15,5,2,2,9,R
15,4,3,3,8,R
15,4,2,3,10,R
15,3,2,3,7,R
15,5,3,2,10,R
15,3,2,3,7,R
15,5,3,3,7,R
15,3,3,3,10,R
15,5,2,2,6,R
15,3,2,2,7,R
15,4,2,3,9,R
15,3,2,3,8,R
15,4,2,2,9,R
15,4,2,2,6,R
15,3,2,2,10,R
15,5,2,3,6,R
15,4,2,3,8,R
15,3,2,2,10,R
15,4,3,2,10,R
15,5,2,3,6,R
15,4,3,2,7,R
15,3,3,2,7,R
15,3,2,3,8,R
15,5,2,2,6,R
15,3,2,2,9,R
15,3,2,3,9,R
15,3,2,2,10,R
15,5,3,3,9,R
15,5,2,2,6,R
15,3,3,2,8,R
15,4,3,2,10,R
15,3,3,3,6,R
15,3,3,3,8,R
15,5,2,2,8,R
15,4,3,3,8,R
15,3,3,3,7,R
15,3,3,2,6,R
15,3,2,3,8,R
15,5,3,2,9,R
15,5,2,3,7,R
15,5,3,3,9,R
15,5,3,2,9,R
15,3,3,3,7,R
15,5,2,3,9,R
15,4,2,3,9,R
15,3,2,3,9,R
15,4,2,3,8,R
15,5,3,3,8,R
15,5,2,3,9,R
15,4,3,3,10,R
15,5,3,3,8,R
15,5,3,3,9,R
15,3,3,3,8,R
15,3,2,2,7,R
15,5,2,2,6,R
15,5,3,2,8,R
15,4,2,3,6,R
15,4,3,2,6,R
15,5,2,3,6,R
15,5,3,2,6,R
15,4,2,3,6,R
15,4,2,3,6,R
15,5,2,2,6,R
15,4,2,3,7,R
15,4,2,3,9,R
15,4,3,2,7,R
15,4,2,2,6,R
15,3,3,3,7,R
15,4,2,2,7,R
15,4,2,3,6,R
15,3,2,2,8,R
15,5,3,3,7,R
15,5,2,3,9,R
15,3,3,3,8,R
15,4,3,2,7,R
15,4,2,2,6,R
15,3,3,2,8,R
15,3,3,3,9,R
15,4,2,3,10,R
15,3,3,3,6,R
15,5,3,3,6,R
15,3,3,3,7,R
15,4,2,2,9,R
15,3,3,2,9,R
15,4,3,2,8,R
15,4,3,3,7,R
15,5,2,3,10,R
15,3,2,3,6,R
15,3,2,2,9,R
15,5,2,2,6,R
15,3,2,3,6,R
15,4,3,2,6,R
15,3,3,2,9,R
15,4,2,2,9,R
15,4,2,3,6,R
15,5,2,2,10,R
15,5,3,2,9,R
15,5,3,3,10,R
15,3,2,3,10,R
15,5,3,2,10,R
15,4,3,2,8,R
15,4,3,3,6,R
15,3,2,3,8,R
15,4,3,3,7,R
15,3,3,3,8,R
15,4,2,2,9,R
15,3,2,2,9,R
15,3,2,2,6,R
15,4,2,2,10,R
15,4,3,2,6,R
15,3,3,3,10,R
15,5,2,2,10,R
15,5,2,3,10,R
15,4,3,3,10,R
15,3,3,3,8,R
15,5,2,2,6,R
15,4,3,2,6,R
15,4,3,2,8,R
15,3,2,2,6,R
15,3,3,2,9,R
15,5,3,2,10,R
15,4,3,2,6,R
15,3,2,3,9,R
15,5,2,3,7,R
15,5,3,3,10,R
15,5,3,2,9,R
15,4,3,2,7,R
15,5,2,2,7,R
15,5,3,3,10,R
15,3,3,3,6,R
15,4,2,2,9,R
15,5,2,3,7,R
15,4,3,3,10,R
15,3,3,3,10,R
15,4,3,2,10,R
15,3,3,2,7,R
15,4,3,2,6,R
15,3,2,3,10,R
15,3,2,2,6,R
15,3,2,3,6,R
15,3,2,2,10,R
15,4,3,2,7,R
15,4,2,2,10,R
15,5,2,2,6,R
15,5,3,2,9,R
15,5,3,3,9,R
15,5,2,2,7,R
15,4,3,3,10,R
15,5,2,2,8,R
15,3,3,2,10,R
15,5,3,2,9,R
15,3,2,3,10,R
15,5,2,2,6,R
15,4,3,3,10,R
15,3,2,2,7,R
15,5,3,2,7,R
15,3,2,2,7,R
15,5,3,2,8,R
15,4,2,3,7,R
15,4,2,2,7,R
15,4,2,2,7,R
15,5,3,3,7,R
15,3,2,3,7,R
15,3,3,2,7,R
15,5,2,3,9,R
15,5,2,2,6,R
15,4,3,3,10,R
15,3,3,2,10,R
15,4,2,2,9,R
15,5,3,3,10,R
15,3,2,2,10,R
15,5,3,3,10,R
15,5,2,3,10,R
15,5,2,2,10,R
15,4,3,2,9,R
15,4,3,3,8,R
15,4,3,3,9,R
15,3,2,3,8,R
15,4,3,3,7,R
15,5,2,2,10,R
15,3,3,3,7,R
15,4,3,2,9,R
15,5,2,3,8,R
15,4,3,3,9,R
15,3,2,2,8,R
15,5,2,2,10,R
15,5,3,2,7,R
15,4,3,3,9,R
15,5,3,3,9,R
15,4,3,3,10,R
15,5,2,3,7,R
15,3,2,2,6,R
15,4,3,3,9,R
15,3,3,3,8,R
15,5,2,3,10,R
15,5,3,3,9,R
15,3,3,3,9,R
15,5,2,3,10,R
15,3,3,3,6,R
15,4,2,2,6,R
15,5,3,3,7,R
15,3,3,2,7,R
15,3,3,2,8,R
15,3,2,3,7,R
15,3,3,3,6,R
15,4,2,3,6,R
15,5,2,3,10,R
15,3,2,2,7,R
15,4,3,3,9,R
15,4,3,2,9,R
15,4,3,2,8,R
15,3,3,3,9,R
15,3,2,3,8,R
15,5,2,3,7,R
15,3,3,3,8,R
15,4,3,2,8,R
15,3,3,3,10,R
15,4,3,3,9,R
15,5,3,3,10,R
15,4,3,2,6,R
15,5,3,2,7,R
15,5,3,3,10,R
15,4,3,3,9,R
15,3,3,2,8,R
15,5,2,2,8,R
15,5,3,2,6,R
15,4,3,2,7,R
15,4,3,3,9,R
15,4,3,3,9,R
15,3,3,2,6,R
15,4,3,2,8,R
15,4,3,2,10,R
15,3,3,3,6,R
15,3,3,2,6,R
15,5,2,2,7,R
15,5,3,2,9,R
15,4,3,3,7,R
15,5,2,3,10,R
15,5,2,2,7,R
15,3,3,2,9,R
15,4,2,2,9,R
15,3,2,2,6,R
15,5,3,3,6,R
15,4,2,3,6,R
15,4,3,2,8,R
15,5,3,3,10,R
15,5,2,3,8,R
15,4,2,2,8,R
15,3,3,2,10,R
15,4,3,3,7,R
15,5,2,2,8,R
15,4,2,2,7,R
15,4,2,2,8,R
15,5,2,2,8,R
15,3,2,3,9,R
15,4,2,2,9,R
15,4,3,2,6,R
15,4,3,2,10,R
15,3,2,3,9,R
15,3,2,2,8,R
15,4,3,3,6,R
15,3,3,2,7,R
15,4,3,2,10,R
15,4,3,3,9,R
15,4,2,2,7,R
15,4,2,3,9,R
15,3,3,2,8,R
15,5,3,3,6,R
15,4,3,2,9,R
15,4,3,3,8,R
15,4,3,3,7,R
15,5,2,3,7,R
15,4,2,2,9,R
15,3,2,3,9,R
15,3,2,3,8,R
15,5,2,2,6,R
15,5,2,3,8,R
15,3,2,3,9,R
15,5,2,3,8,R
15,4,3,2,6,R
15,5,2,2,8,R
15,5,3,3,9,R
15,5,3,3,8,R
15,5,2,2,8,R
15,4,2,2,8,R
15,4,2,2,6,R
15,3,2,3,8,R
15,3,2,2,8,R
15,4,2,3,9,R
15,5,2,3,8,R
15,5,2,3,10,R
15,4,2,3,6,R
15,4,3,3,6,R
15,5,3,3,9,R
15,4,2,3,9,R
15,5,3,2,6,R
15,3,2,2,10,R
15,5,3,3,8,R
15,4,3,3,9,R
15,4,2,2,8,R
15,5,3,3,8,R
15,5,3,2,6,R
15,5,3,3,9,R
15,4,2,2,6,R
15,4,3,2,8,R
15,4,3,2,8,R
15,4,3,2,10,R
15,3,3,2,6,R
15,5,3,2,7,R
15,5,3,2,7,R
15,5,2,2,8,R
15,5,2,3,10,R
15,3,2,3,7,R
15,3,3,2,8,R
15,3,3,3,7,R
15,5,3,2,6,R
15,5,3,2,9,R
15,3,3,3,10,R
15,5,3,3,9,R
15,3,3,3,10,R
15,5,3,2,7,R
15,3,3,3,10,R
15,5,2,2,9,R
15,3,3,3,6,R
15,3,3,3,6,R
15,4,2,2,8,R
15,5,3,2,6,R
15,5,2,2,10,R
15,5,3,2,7,R
15,4,3,3,7,R
15,5,2,2,6,R
15,4,3,2,10,R
15,5,2,3,6,R
15,3,2,3,6,R
15,5,2,3,8,R
15,5,2,2,8,R
15,3,3,2,9,R
15,3,2,2,8,R
15,5,2,3,7,R
15,3,2,2,6,R
15,4,2,3,7,R
15,5,3,2,9,R
15,5,3,3,10,R
15,4,2,2,7,R
15,3,2,2,8,R
15,5,2,2,7,R
15,4,2,3,7,R
15,5,2,2,6,R
15,5,2,2,8,R
15,5,2,3,7,R
15,5,3,3,6,R
15,4,3,2,7,R
15,4,2,2,10,R
15,4,2,3,8,R
15,3,2,2,6,R
15,5,2,2,6,R
15,3,3,2,6,R
15,3,2,2,10,R
15,5,3,2,9,R
15,3,2,3,7,R
15,3,2,2,7,R
15,4,2,2,8,R
15,4,2,2,9,R
15,3,2,3,8,R
15,3,2,2,8,R
15,4,2,2,9,R
15,3,2,3,6,R
15,4,3,3,9,R
15,3,2,2,8,R
15,4,2,3,6,R
15,4,2,2,9,R
15,5,2,2,7,R
15,5,3,2,9,R
15,4,2,3,6,R
15,5,2,2,6,R
15,4,2,2,10,R
15,4,2,2,6,R
15,4,2,2,7,R
15,4,3,2,8,R
15,5,2,2,9,R
15,3,3,3,7,R
15,5,2,2,8,R
15,4,2,3,9,R
15,5,2,2,7,R
15,4,2,3,9,R
15,5,2,3,10,R
15,3,3,3,6,R
15,5,3,3,7,R
15,3,3,3,8,R
15,4,2,3,9,R
15,5,3,3,6,R
15,5,2,3,8,R
15,4,2,3,10,R
15,5,3,3,7,R
15,5,3,2,10,R
15,4,3,2,7,R
15,5,3,2,9,R
15,4,2,2,9,R
15,5,2,2,6,R
15,3,2,3,8,R
15,5,2,2,8,R
15,4,3,3,6,R
15,3,2,3,9,R
15,3,3,2,8,R
15,3,3,3,10,R
15,3,2,3,6,R
15,3,3,3,7,R
15,3,2,3,10,R
15,5,2,2,6,R
15,3,3,3,9,R
15,4,2,3,8,R
15,4,3,3,6,R
15,4,2,2,10,R
15,5,3,2,6,R
15,4,2,2,8,R
15,5,2,3,9,R
15,5,2,2,8,R
15,4,2,2,8,R
15,3,2,2,8,R
15,3,2,3,6,R
15,3,2,3,8,R
15,3,2,3,7,R
15,5,3,2,10,R
15,5,2,2,6,R
15,5,2,2,9,R
15,3,3,2,6,R
15,4,3,2,8,R
15,3,3,2,8,R
15,3,3,3,9,R
15,3,3,3,8,R
15,4,2,3,6,R
15,5,3,3,7,R
15,5,3,3,7,R
15,5,3,2,9,R
15,5,3,2,6,R
15,4,2,3,10,R
15,3,2,3,9,R
15,3,2,3,10,R
15,4,3,3,7,R
15,3,3,3,10,R
15,3,2,3,8,R
15,5,2,3,8,R
15,4,2,3,9,R
15,5,2,3,8,R
15,4,2,3,9,R
15,4,3,2,7,R
15,5,3,2,6,R
15,5,2,3,6,R
15,3,3,3,7,R
15,5,2,2,10,R
15,4,3,3,7,R
15,4,2,2,7,R
15,3,2,2,7,R
15,5,2,3,8,R
15,5,3,2,10,R
15,5,2,2,6,R
15,3,2,3,7,R
15,4,2,2,6,R
15,5,3,2,7,R
15,4,2,2,9,R
15,3,3,2,7,R
15,5,3,3,6,R
15,4,3,3,7,R
15,5,3,2,8,R
15,4,3,2,7,R
15,3,2,3,10,R
15,4,3,2,7,R
15,5,2,3,10,R
15,4,2,2,10,R
15,4,3,3,6,R
15,5,3,2,8,R
15,3,2,2,10,R
15,4,3,2,7,R
15,5,2,2,8,R
15,3,3,3,10,R
15,3,2,3,7,R
15,4,2,2,10,R
15,4,2,3,6,R
15,3,3,3,7,R
15,4,2,2,8,R
15,3,2,2,10,R
15,4,3,2,9,R
15,4,2,3,6,R
15,3,2,3,10,R
15,5,3,3,6,R
15,3,2,3,6,R
15,3,2,2,10,R
15,5,2,3,8,R
15,5,2,2,6,R
15,5,3,2,8,R
15,5,3,2,10,R
15,4,2,3,8,R
15,3,2,2,6,R
15,5,3,2,6,R
15,5,3,2,8,R
15,4,2,3,7,R
15,3,2,3,7,R
15,4,2,3,7,R
15,4,3,2,6,R
15,5,3,3,10,R
15,5,2,3,9,R
15,5,3,3,9,R
15,5,2,2,9,R
15,3,3,3,10,R
15,5,2,3,6,R
15,5,2,3,7,R
15,5,2,2,9,R
15,4,2,3,10,R
15,4,2,3,9,R
15,3,3,2,6,R
15,5,3,3,6,R
15,5,3,3,6,R
15,4,2,3,6,R
15,5,2,3,6,R
15,4,3,2,6,R
15,4,3,3,7,R
15,3,3,3,8,R
15,5,3,2,8,R
15,5,2,2,9,R
15,4,3,2,8,R
15,4,2,3,8,R
15,3,2,2,9,R
15,5,2,3,6,R
15,3,2,3,10,R
15,4,3,3,7,R
15,4,3,3,7,R
15,4,2,3,10,R
15,5,2,3,10,R
15,5,3,2,6,R
15,3,2,2,8,R
3,74,21,12,85,R
3,74,20,12,85,R
3,73,20,12,84,R
3,73,21,11,85,R
3,75,20,12,86,R
3,74,20,12,87,R
3,75,21,12,86,R
3,74,21,11,84,R
3,74,20,11,86,R
3,74,21,11,85,R
3,75,21,12,86,R
3,73,20,11,84,R
3,74,21,11,84,R
3,75,20,12,86,R
3,74,20,12,87,R
3,74,20,12,84,R
3,73,21,12,84,R
3,75,20,11,87,R
3,73,21,12,85,R
3,75,20,12,87,R
3,74,21,11,87,R
3,75,21,11,85,R
3,73,20,12,86,R
3,73,21,11,87,R
3,74,20,11,85,R
3,73,21,11,85,R
3,75,20,11,85,R
3,74,21,12,86,R
3,74,20,11,85,R
3,73,21,12,84,R
3,74,21,11,85,R
3,75,21,11,84,R
3,73,20,11,84,R
3,75,21,12,85,R
3,74,21,11,85,R
3,75,21,11,87,R
3,75,21,12,85,R
3,74,21,11,87,R
3,74,21,12,86,R
3,75,20,11,87,R
3,74,20,12,85,R
3,74,21,11,85,R
3,74,20,12,84,R
3,75,20,12,87,R
3,75,21,11,85,R
3,74,20,11,84,R
3,75,21,12,84,R
3,75,21,11,86,R
3,75,21,11,87,R
3,73,21,12,86,R
3,73,21,12,87,R
3,74,20,11,84,R
3,74,20,11,86,R
3,75,21,11,87,R
3,74,20,12,84,R
3,74,21,11,85,R
3,75,21,11,87,R
3,73,21,11,85,R
3,73,21,11,85,R
3,73,21,11,87,R
3,74,20,11,86,R
3,73,20,12,87,R
3,75,20,12,85,R
3,74,21,12,86,R
3,75,20,11,85,R
3,75,20,12,86,R
3,73,20,11,87,R
3,75,20,11,86,R
3,75,20,12,87,R
3,75,20,12,85,R
3,75,20,12,86,R
3,74,20,12,87,R
3,74,21,12,87,R
3,75,20,11,87,R
3,75,21,12,85,R
3,75,20,11,85,R
3,73,21,12,85,R
3,75,21,12,87,R
3,74,21,11,84,R
3,73,21,11,85,R
3,75,21,12,87,R
3,74,21,11,86,R
3,73,21,12,86,R
3,74,20,12,84,R
3,73,20,11,85,R
3,73,20,11,84,R
3,74,21,11,87,R
3,73,20,11,87,R
3,74,21,11,84,R
3,75,21,12,86,R
3,75,20,12,86,R
3,75,21,12,84,R
3,74,20,11,85,R
3,73,20,11,84,R
3,73,20,12,84,R
3,73,20,12,86,R
3,73,21,12,87,R
3,73,21,11,86,R
3,75,21,11,84,R
3,73,20,12,86,R
3,75,20,12,84,R
3,75,21,11,86,R
3,75,21,12,84,R
3,73,20,11,84,R
3,74,21,11,84,R
3,73,20,11,85,R
3,73,21,12,84,R
3,75,21,11,87,R
3,75,20,11,86,R
3,73,20,12,85,R
3,73,21,12,85,R
3,74,20,11,87,R
3,75,20,11,85,R
3,75,21,12,84,R
3,73,20,12,85,R
3,73,21,12,84,R
3,75,21,12,87,R
3,74,20,11,85,R
3,74,20,11,84,R
3,74,20,11,84,R
3,74,20,11,87,R
3,73,21,12,85,R
3,74,20,11,84,R
3,75,21,12,87,R
3,75,20,12,84,R
3,75,20,12,85,R
3,75,20,11,86,R
3,75,21,11,85,R
3,73,21,11,86,R
3,73,20,11,84,R
3,74,21,11,85,R
3,75,21,12,84,R
3,74,20,12,84,R
3,75,20,11,84,R
3,73,20,11,87,R
3,74,20,11,87,R
3,73,20,11,85,R
3,74,20,11,86,R
3,73,20,12,87,R
3,73,21,11,84,R
3,75,20,12,84,R
3,75,21,12,85,R
3,75,20,12,87,R
3,73,21,11,87,R
3,74,21,12,86,R
3,75,21,11,85,R
3,74,20,12,87,R
3,73,20,11,87,R
3,73,20,12,87,R
3,73,21,12,85,R
3,75,20,11,85,R
3,74,21,11,87,R
3,74,20,11,85,R
3,75,20,11,85,R
3,73,21,11,85,R
3,73,21,12,86,R
3,75,21,12,85,R
3,75,20,12,87,R
3,74,21,12,84,R
3,75,21,11,87,R
3,74,20,12,85,R
3,74,20,12,84,R
3,73,21,11,86,R
3,73,20,12,87,R
3,73,21,11,85,R
3,73,21,12,87,R
3,75,21,12,85,R
3,75,20,12,86,R
3,73,21,11,85,R
3,73,20,12,85,R
3,74,21,12,84,R
3,73,20,12,87,R
3,74,20,11,85,R
3,74,20,11,85,R
3,74,20,11,87,R
3,75,21,12,85,R
3,75,21,11,84,R
3,75,21,11,86,R
3,75,21,12,87,R
3,74,21,12,84,R
3,73,21,12,85,R
3,73,21,12,84,R
3,74,20,11,86,R
3,75,20,11,86,R
3,73,20,11,84,R
3,73,21,11,87,R
3,73,21,12,87,R
3,75,21,12,86,R
3,73,21,11,86,R
3,73,21,12,87,R
3,75,21,12,87,R
3,73,21,12,87,R
3,74,20,12,86,R
3,74,21,12,85,R
3,75,21,11,86,R
3,73,20,12,86,R
3,73,20,12,86,R
3,75,21,12,84,R
3,74,20,12,86,R
3,74,20,12,87,R
3,73,21,12,87,R
3,73,21,11,86,R
3,73,21,11,86,R
3,73,21,12,85,R
3,73,20,11,86,R
3,74,21,12,85,R
3,74,21,12,86,R
3,73,21,11,86,R
3,75,20,11,87,R
3,73,20,11,84,R
3,73,21,11,87,R
3,73,20,11,85,R
3,74,20,11,84,R
3,73,21,12,84,R
3,73,20,11,87,R
3,75,20,11,87,R
3,75,20,12,85,R
3,74,21,11,86,R
3,73,20,11,85,R
3,75,21,12,87,R
3,73,20,11,84,R
3,75,21,12,84,R
3,73,20,12,85,R
3,75,21,11,84,R
3,74,20,12,87,R
3,75,21,12,85,R
3,75,21,11,85,R
3,73,21,11,84,R
3,73,20,12,84,R
3,75,20,11,85,R
3,73,20,12,87,R
3,73,20,11,84,R
3,75,20,11,87,R
3,75,21,12,86,R
3,75,21,12,87,R
3,73,21,12,87,R
3,73,21,11,84,R
3,75,20,12,85,R
3,74,21,12,86,R
3,74,20,12,84,R
3,75,21,12,84,R
3,74,21,12,84,R
3,74,20,11,84,R
3,75,21,11,86,R
3,73,21,11,86,R
3,75,20,11,84,R
3,75,21,11,87,R
3,74,21,11,85,R
3,73,21,12,86,R
3,73,21,12,87,R
3,73,20,11,86,R
3,73,20,11,86,R
3,75,21,12,87,R
3,73,20,11,87,R
3,73,21,12,86,R
3,75,21,12,87,R
3,74,20,11,85,R
3,74,21,11,87,R
3,74,21,12,87,R
3,75,21,11,86,R
3,74,21,12,85,R
3,75,21,11,87,R
3,74,21,11,87,R
3,74,21,11,84,R
3,73,21,11,86,R
3,73,20,12,85,R
3,75,20,11,86,R
3,75,20,11,85,R
3,74,21,11,85,R
3,74,20,12,86,R
3,75,20,12,84,R
3,73,21,12,85,R
3,73,21,12,87,R
3,73,20,12,86,R
3,75,21,12,86,R
3,73,21,11,85,R
3,75,21,11,86,R
3,73,20,12,86,R
3,75,20,11,84,R
3,75,21,12,84,R
3,74,20,12,85,R
3,75,21,12,86,R
3,74,20,11,86,R
3,73,20,11,87,R
3,73,20,12,87,R
3,74,21,11,86,R
3,74,21,11,87,R
3,75,20,12,84,R
3,73,20,11,84,R
3,75,20,11,87,R
3,73,20,12,85,R
3,73,21,12,85,R
3,73,21,12,84,R
3,74,20,12,85,R
3,75,21,12,86,R
3,73,20,12,85,R
3,75,21,12,85,R
3,74,20,11,84,R
3,73,20,12,84,R
3,74,20,11,86,R
3,73,21,11,84,R
3,75,21,12,84,R
3,75,20,11,84,R
3,74,21,12,86,R
3,74,20,12,85,R
3,75,20,12,85,R
3,75,21,12,87,R
3,75,20,12,85,R
3,73,21,12,85,R
3,73,21,11,85,R
3,75,20,11,84,R
3,73,20,12,87,R
3,73,20,12,85,R
3,73,21,12,84,R
3,75,21,11,85,R
3,74,21,11,86,R
3,75,20,11,86,R
3,75,21,12,85,R
3,75,20,12,87,R
3,75,21,11,86,R
3,74,21,12,84,R
3,75,20,12,84,R
3,74,20,12,87,R
3,74,21,12,85,R
3,73,21,11,84,R
3,75,20,11,86,R
3,75,20,12,84,R
3,74,21,11,85,R
3,75,20,11,84,R
3,74,20,11,86,R
3,73,21,11,85,R
3,73,21,12,87,R
3,75,20,11,86,R
3,74,20,12,87,R
3,75,20,11,84,R
3,75,21,12,86,R
3,74,21,12,86,R
3,75,20,12,86,R
3,73,20,12,84,R
3,73,20,11,84,R
3,75,21,11,84,R
3,74,21,12,84,R
3,74,20,11,86,R
3,74,21,12,86,R
3,73,20,11,85,R
3,74,20,12,85,R
3,73,21,12,85,R
3,73,21,11,87,R
3,74,20,11,87,R
3,73,20,11,84,R
3,73,20,11,87,R
3,74,20,11,87,R
3,73,21,11,85,R
3,74,21,12,86,R
3,73,20,12,86,R
3,73,20,11,85,R
3,74,21,11,87,R
3,73,21,11,84,R
3,74,21,11,84,R
3,74,21,12,87,R
3,73,20,12,85,R
3,74,20,11,86,R
3,73,21,11,86,R
3,75,20,11,84,R
3,74,20,11,86,R
3,74,21,12,86,R
3,73,20,11,86,R
3,73,21,12,85,R
3,74,21,12,84,R
3,73,20,12,87,R
3,73,20,12,87,R
3,75,21,11,86,R
3,75,20,11,86,R
3,73,21,11,84,R
3,73,20,12,85,R
3,75,21,12,87,R
3,75,21,11,84,R
3,73,21,12,85,R
3,73,21,11,84,R
3,74,21,11,85,R
3,73,21,11,84,R
3,73,20,12,85,R
3,75,20,11,87,R
3,74,20,12,86,R
3,74,21,11,87,R
3,74,21,11,85,R
3,75,20,11,84,R
3,75,21,11,87,R
3,74,21,12,87,R
3,74,20,11,85,R
3,74,21,12,87,R
3,74,20,11,86,R
3,73,20,12,85,R
3,74,21,12,84,R
3,74,21,11,85,R
3,74,21,11,84,R
3,74,20,11,86,R
3,75,21,11,87,R
3,74,21,12,86,R
3,75,21,12,86,R
3,73,20,11,86,R
3,73,21,11,87,R
3,74,20,12,87,R
3,75,20,12,85,R
3,74,20,11,84,R
3,73,20,12,87,R
3,75,21,12,84,R
3,74,20,11,84,R
3,74,21,11,86,R
3,74,20,11,85,R
3,75,20,12,86,R
3,74,20,12,86,R
3,75,21,11,87,R
3,75,21,12,84,R
3,75,21,12,84,R
3,75,21,11,84,R
3,73,21,11,84,R
3,73,20,12,85,R
3,74,21,11,85,R
3,73,21,12,84,R
3,74,20,11,86,R
3,74,21,11,86,R
3,73,21,12,84,R
3,73,21,12,85,R
3,73,20,11,84,R
3,74,20,11,84,R
3,74,21,11,87,R
3,75,20,11,86,R
3,73,20,11,87,R
3,75,21,12,87,R
3,74,20,12,84,R
3,74,20,11,84,R
3,74,21,11,84,R
3,74,20,12,86,R
3,75,20,12,87,R
3,75,20,12,85,R
3,75,20,12,86,R
3,74,20,11,86,R
3,73,21,12,87,R
3,74,21,11,84,R
3,75,20,12,86,R
3,74,20,11,87,R
3,74,20,12,87,R
3,75,21,11,84,R
3,74,21,12,87,R
3,74,20,12,87,R
3,73,21,11,87,R
3,73,20,11,87,R
3,74,21,11,86,R
3,75,20,11,85,R
3,75,20,11,85,R
3,73,21,11,86,R
3,75,21,12,86,R
3,75,21,12,84,R
3,73,20,11,86,R
3,73,20,12,85,R
3,74,21,12,87,R
3,73,20,12,87,R
3,75,20,11,86,R
3,73,20,11,85,R
3,75,21,12,85,R
3,74,21,11,87,R
3,73,21,12,84,R
3,73,20,12,86,R
3,74,21,12,86,R
3,74,21,11,86,R
3,74,21,12,87,R
3,75,21,11,84,R
3,74,21,11,87,R
3,73,20,11,84,R
3,74,21,12,84,R
3,75,20,11,85,R
3,73,21,11,85,R
3,73,20,12,85,R
3,74,21,12,86,R
3,73,21,11,84,R
3,75,21,12,84,R
3,74,20,12,84,R
3,74,20,11,87,R
3,73,21,12,86,R
3,75,20,11,87,R
3,75,20,12,87,R
3,75,21,11,85,R
3,74,21,11,86,R
3,74,20,12,87,R
3,75,20,12,84,R
3,74,21,11,87,R
3,73,20,11,84,R
3,75,20,11,84,R
3,73,20,12,87,R
3,75,20,11,84,R
3,73,20,11,86,R
3,75,20,11,85,R
3,75,20,11,86,R
3,73,20,12,86,R
3,73,21,12,85,R
3,73,20,12,86,R
